Id	Chr	TSS	TSS
ENSG00000146083.7	5	175965026	175965026
ENSG00000074276.6	5	175969512	175969512
ENSG00000243959.2	5	175974727	175974727
ENSG00000207420.1	5	175983705	175983705
ENSG00000169258.6	5	176037134	176037134
ENSG00000266329.1	5	176056501	176056501
ENSG00000074317.6	5	176057530	176057530
ENSG00000175766.7	5	176057683	176057683
ENSG00000048140.13	5	176074388	176074388
ENSG00000248484.1	5	176153244	176153244
ENSG00000251446.1	5	176166459	176166459
ENSG00000248859.2	5	176170206	176170206
ENSG00000113763.6	5	176237478	176237478
ENSG00000160883.6	5	176326333	176326333
ENSG00000087206.12	5	176449603	176449603
ENSG00000113761.7	5	176449697	176449697
ENSG00000251666.1	5	176478715	176478715
ENSG00000160867.10	5	176513887	176513887
ENSG00000165671.14	5	176560080	176560080
ENSG00000240729.1	5	176691767	176691767
ENSG00000270706.1	5	176693589	176693589
ENSG00000169228.9	5	176730745	176730745
ENSG00000169230.5	5	176730775	176730775
ENSG00000213347.6	5	176739758	176739758
ENSG00000266089.1	5	176767919	176767919
ENSG00000239393.1	5	176773074	176773074
ENSG00000169223.10	5	176778853	176778853
ENSG00000169220.13	5	176784838	176784838
ENSG00000131183.6	5	176806236	176806236
ENSG00000196570.2	5	176827637	176827637
ENSG00000131187.5	5	176836577	176836577
ENSG00000198055.6	5	176853497	176853497
ENSG00000131188.7	5	176873446	176873446
ENSG00000246334.2	5	176874700	176874700
ENSG00000113758.9	5	176901402	176901402
ENSG00000248996.1	5	176921996	176921996
ENSG00000196923.9	5	176924602	176924602
ENSG00000146094.9	5	176938275	176938275
ENSG00000183258.7	5	176944470	176944470
ENSG00000146067.11	5	176981542	176981542
ENSG00000272459.1	5	176981825	176981825
ENSG00000184840.7	5	177019159	177019159
ENSG00000027847.9	5	177027101	177027101
ENSG00000247679.2	5	177038254	177038254
ENSG00000246596.2	5	177099210	177099210
ENSG00000249849.1	5	177109295	177109295
ENSG00000249109.1	5	177209198	177209198
ENSG00000170074.15	5	177210399	177210399
ENSG00000248943.1	5	177230345	177230345
ENSG00000170089.11	5	177236408	177236408
ENSG00000214351.5	5	177264647	177264647
ENSG00000249186.1	5	177298195	177298195
ENSG00000221204.1	5	177335466	177335466
ENSG00000250101.1	5	177366623	177366623
ENSG00000249684.1	5	177378414	177378414
ENSG00000249129.1	5	177398317	177398317
ENSG00000175325.2	5	177423243	177423243
ENSG00000204677.6	5	177433406	177433406
ENSG00000218227.3	5	177482605	177482605
ENSG00000145911.5	5	177540444	177540444
ENSG00000145916.14	5	177557997	177557997
ENSG00000145912.4	5	177580968	177580968
ENSG00000251211.1	5	177592703	177592703
ENSG00000244234.1	5	177614300	177614300
ENSG00000197451.6	5	177631508	177631508
ENSG00000175309.10	5	177659791	177659791
ENSG00000271681.1	5	177771844	177771844
ENSG00000253698.1	5	177777868	177777868
ENSG00000242341.2	5	177804925	177804925
ENSG00000245688.1	5	177870095	177870095
ENSG00000050767.11	5	178017556	178017556
ENSG00000252464.1	5	178046999	178046999
ENSG00000113240.8	5	178054115	178054115
ENSG00000169131.6	5	178157703	178157703
ENSG00000250420.4	5	178245436	178245436
ENSG00000253725.1	5	178267098	178267098
ENSG00000178338.6	5	178286954	178286954
ENSG00000206624.1	5	178311716	178311716
ENSG00000198939.3	5	178322895	178322895
ENSG00000213328.3	5	178337610	178337610
ENSG00000253869.1	5	178349065	178349065
ENSG00000272431.1	5	178366224	178366224
ENSG00000178187.3	5	178368192	178368192
ENSG00000254035.1	5	178396391	178396391
ENSG00000113262.10	5	178423207	178423207
ENSG00000254158.1	5	178425816	178425816
ENSG00000234284.2	5	178450753	178450753
ENSG00000177932.6	5	178487416	178487416
ENSG00000253144.1	5	178510195	178510195
ENSG00000087116.9	5	178772431	178772431
ENSG00000253617.2	5	178812993	178812993
ENSG00000250674.1	5	178882416	178882416
ENSG00000264205.1	5	178894126	178894126
ENSG00000253652.1	5	178942580	178942580
ENSG00000251545.2	5	178949458	178949458
ENSG00000253520.1	5	178954514	178954514
ENSG00000176783.10	5	178977559	178977559
ENSG00000249140.1	5	178999157	178999157
ENSG00000244945.1	5	179030742	179030742
ENSG00000169045.13	5	179061785	179061785
ENSG00000204661.5	5	179072047	179072047
ENSG00000228259.2	5	179078298	179078298
ENSG00000250999.1	5	179084763	179084763
ENSG00000225051.4	5	179106033	179106033
ENSG00000204659.4	5	179107975	179107975
ENSG00000127022.10	5	179125407	179125407
ENSG00000161021.7	5	179159851	179159851
ENSG00000221394.1	5	179225346	179225346
ENSG00000161013.12	5	179233334	179233334
ENSG00000161011.15	5	179234324	179234324
ENSG00000222448.1	5	179272832	179272832
ENSG00000252202.1	5	179274130	179274130
ENSG00000161010.10	5	179285887	179285887
ENSG00000245317.2	5	179286013	179286013
ENSG00000197226.8	5	179334859	179334859
ENSG00000242979.1	5	179361196	179361196
ENSG00000249876.1	5	179367132	179367132
ENSG00000249412.1	5	179390615	179390615
ENSG00000198995.1	5	179442397	179442397
ENSG00000113269.9	5	179499118	179499118
ENSG00000253480.1	5	179514038	179514038
ENSG00000146090.11	5	179636153	179636153
ENSG00000229721.3	5	179654000	179654000
ENSG00000253908.1	5	179684680	179684680
ENSG00000050748.13	5	179719099	179719099
ENSG00000248367.1	5	179720245	179720245
ENSG00000131459.8	5	179780387	179780387
ENSG00000250509.1	5	179868559	179868559
ENSG00000200555.1	5	179871509	179871509
ENSG00000113300.7	5	179921412	179921412
ENSG00000250749.1	5	179961642	179961642
ENSG00000263759.1	5	180009445	180009445
ENSG00000161055.3	5	180018540	180018540
ENSG00000037280.11	5	180076624	180076624
ENSG00000251352.1	5	180099598	180099598
ENSG00000248717.1	5	180111766	180111766
ENSG00000236791.2	5	180120763	180120763
ENSG00000199892.2	5	180156586	180156586
ENSG00000174339.2	5	180167099	180167099
ENSG00000260841.1	5	180214869	180214869
ENSG00000131446.11	5	180242652	180242652
ENSG00000245060.2	5	180257957	180257957
ENSG00000196670.9	5	180288286	180288286
ENSG00000113303.7	5	180326077	180326077
ENSG00000222852.1	5	180336838	180336838
ENSG00000243664.1	5	180372756	180372756
ENSG00000248761.1	5	180394848	180394848
ENSG00000249287.1	5	180397762	180397762
ENSG00000231228.3	5	180409243	180409243
ENSG00000168903.8	5	180415845	180415845
ENSG00000206686.1	5	180434281	180434281
ENSG00000165810.12	5	180467225	180467225
ENSG00000241870.1	5	180492086	180492086
ENSG00000214295.4	5	180527666	180527666
ENSG00000248560.1	5	180541106	180541106
ENSG00000185372.2	5	180552304	180552304
ENSG00000182613.1	5	180581943	180581943
ENSG00000248473.1	5	180618852	180618852
ENSG00000250222.1	5	180618924	180618924
ENSG00000250900.2	5	180622496	180622496
ENSG00000146054.13	5	180632293	180632293
ENSG00000248514.1	5	180633120	180633120
ENSG00000146063.14	5	180649499	180649499
ENSG00000264732.1	5	180649633	180649633
ENSG00000247049.2	5	180657685	180657685
ENSG00000272296.1	5	180668892	180668892
ENSG00000264549.1	5	180670379	180670379
ENSG00000233937.2	5	180673523	180673523
ENSG00000204628.7	5	180675096	180675096
ENSG00000183718.4	5	180688119	180688119
ENSG00000248275.1	5	180688213	180688213
ENSG00000248103.1	5	180708376	180708376
ENSG00000222533.1	5	180728968	180728968
ENSG00000238035.4	5	180733503	180733503
ENSG00000250765.1	5	180756242	180756242
ENSG00000230178.1	5	180794269	180794269
ENSG00000251035.1	5	180806039	180806039
ENSG00000256301.1	5	180878968	180878968
ENSG00000213285.4	5	180898964	180898964
ENSG00000271530.1	6	95124	95124
ENSG00000220212.1	6	106856	106856
ENSG00000170590.4	6	144885	144885
ENSG00000217929.3	6	145083	145083
ENSG00000218577.1	6	170631	170631
ENSG00000205653.1	6	203313	203313
ENSG00000263667.1	6	205484	205484
ENSG00000112679.10	6	291630	291630
ENSG00000137265.10	6	391739	391739
ENSG00000230433.1	6	524171	524171
ENSG00000188996.4	6	656963	656963
ENSG00000219712.1	6	670307	670307
ENSG00000112685.9	6	693117	693117
ENSG00000272463.1	6	711405	711405
ENSG00000271727.1	6	711533	711533
ENSG00000271911.1	6	761675	761675
ENSG00000272485.1	6	776969	776969
ENSG00000260982.1	6	909594	909594
ENSG00000229796.1	6	962511	962511
ENSG00000270937.1	6	1027460	1027460
ENSG00000176515.1	6	1080164	1080164
ENSG00000238438.1	6	1186753	1186753
ENSG00000164379.4	6	1312675	1312675
ENSG00000261730.1	6	1385301	1385301
ENSG00000137273.3	6	1390069	1390069
ENSG00000243439.2	6	1507557	1507557
ENSG00000218027.2	6	1515524	1515524
ENSG00000272279.1	6	1529146	1529146
ENSG00000054598.5	6	1610681	1610681
ENSG00000112699.6	6	2245926	2245926
ENSG00000250903.4	6	2245982	2245982
ENSG00000236086.3	6	2341684	2341684
ENSG00000266252.1	6	2409869	2409869
ENSG00000272465.1	6	2437783	2437783
ENSG00000164385.5	6	2634837	2634837
ENSG00000228718.1	6	2637170	2637170
ENSG00000145949.8	6	2751200	2751200
ENSG00000124535.11	6	2765648	2765648
ENSG00000021355.8	6	2842240	2842240
ENSG00000266750.1	6	2854341	2854341
ENSG00000230438.5	6	2881641	2881641
ENSG00000170542.5	6	2903514	2903514
ENSG00000232999.1	6	2912347	2912347
ENSG00000228365.1	6	2917128	2917128
ENSG00000124570.13	6	2972090	2972090
ENSG00000124588.15	6	2994165	2994165
ENSG00000224846.1	6	2999368	2999368
ENSG00000270346.1	6	3020388	3020388
ENSG00000271361.1	6	3024006	3024006
ENSG00000261015.1	6	3025025	3025025
ENSG00000232654.1	6	3045618	3045618
ENSG00000217707.2	6	3049069	3049069
ENSG00000229282.1	6	3056124	3056124
ENSG00000137275.9	6	3064225	3064225
ENSG00000272277.1	6	3069128	3069128
ENSG00000222248.1	6	3089043	3089043
ENSG00000137274.8	6	3118608	3118608
ENSG00000228170.1	6	3153296	3153296
ENSG00000137267.5	6	3157760	3157760
ENSG00000216819.1	6	3179998	3179998
ENSG00000230269.2	6	3195990	3195990
ENSG00000137285.9	6	3227969	3227969
ENSG00000180822.7	6	3237569	3237569
ENSG00000272320.1	6	3311896	3311896
ENSG00000137266.10	6	3457256	3457256
ENSG00000228793.1	6	3624981	3624981
ENSG00000270477.1	6	3694309	3694309
ENSG00000270504.1	6	3751345	3751345
ENSG00000168994.9	6	3752260	3752260
ENSG00000219992.2	6	3754333	3754333
ENSG00000238158.2	6	3832167	3832167
ENSG00000145945.5	6	3849620	3849620
ENSG00000233068.1	6	3893360	3893360
ENSG00000260604.1	6	3912213	3912213
ENSG00000218472.2	6	3914526	3914526
ENSG00000217135.2	6	3922081	3922081
ENSG00000217566.2	6	3941516	3941516
ENSG00000216657.1	6	3978296	3978296
ENSG00000145965.5	6	3982909	3982909
ENSG00000272248.1	6	4018947	4018947
ENSG00000230648.1	6	4021449	4021449
ENSG00000112739.12	6	4021501	4021501
ENSG00000252668.1	6	4076623	4076623
ENSG00000145975.9	6	4087578	4087578
ENSG00000185689.11	6	4087583	4087583
ENSG00000254821.1	6	4135657	4135657
ENSG00000198721.8	6	4135831	4135831
ENSG00000234817.2	6	4136306	4136306
ENSG00000237716.1	6	4188343	4188343
ENSG00000216307.2	6	4189350	4189350
ENSG00000231811.2	6	4347271	4347271
ENSG00000201185.1	6	4428197	4428197
ENSG00000260239.1	6	4492041	4492041
ENSG00000270695.1	6	4529956	4529956
ENSG00000260673.1	6	4602654	4602654
ENSG00000205444.2	6	4610890	4610890
ENSG00000238801.1	6	4643996	4643996
ENSG00000217385.1	6	4702697	4702697
ENSG00000153046.13	6	4706393	4706393
ENSG00000236336.1	6	4775642	4775642
ENSG00000217030.1	6	4979306	4979306
ENSG00000124787.9	6	5004281	5004281
ENSG00000272142.1	6	5030206	5030206
ENSG00000252419.1	6	5046335	5046335
ENSG00000271978.1	6	5054657	5054657
ENSG00000220685.2	6	5067216	5067216
ENSG00000219607.2	6	5085720	5085720
ENSG00000265083.1	6	5148556	5148556
ENSG00000264541.1	6	5225030	5225030
ENSG00000214113.6	6	5261172	5261172
ENSG00000145982.7	6	5261277	5261277
ENSG00000220446.2	6	5291621	5291621
ENSG00000269985.1	6	5458308	5458308
ENSG00000218574.1	6	5610428	5610428
ENSG00000270174.1	6	5695505	5695505
ENSG00000217239.2	6	5788932	5788932
ENSG00000216360.1	6	5818599	5818599
ENSG00000233064.2	6	5851739	5851739
ENSG00000239472.2	6	5919077	5919077
ENSG00000215057.4	6	5972645	5972645
ENSG00000124785.4	6	6007200	6007200
ENSG00000264121.1	6	6046676	6046676
ENSG00000263572.1	6	6169567	6169567
ENSG00000124491.11	6	6321246	6321246
ENSG00000218868.1	6	6534930	6534930
ENSG00000112799.4	6	6588341	6588341
ENSG00000216863.5	6	6623004	6623004
ENSG00000261211.1	6	6683866	6683866
ENSG00000226281.2	6	6711235	6711235
ENSG00000224532.2	6	6759524	6759524
ENSG00000219986.2	6	6795635	6795635
ENSG00000223342.2	6	6918948	6918948
ENSG00000240936.2	6	6939130	6939130
ENSG00000203498.2	6	6993424	6993424
ENSG00000251762.1	6	7040779	7040779
ENSG00000124782.15	6	7107830	7107830
ENSG00000225092.2	6	7183316	7183316
ENSG00000201483.1	6	7187919	7187919
ENSG00000238221.1	6	7276264	7276264
ENSG00000219375.1	6	7331909	7331909
ENSG00000220472.1	6	7339801	7339801
ENSG00000230570.1	6	7342289	7342289
ENSG00000124783.8	6	7347679	7347679
ENSG00000164304.11	6	7387429	7387429
ENSG00000124784.4	6	7393332	7393332
ENSG00000233503.1	6	7482827	7482827
ENSG00000219993.1	6	7506436	7506436
ENSG00000234115.2	6	7518073	7518073
ENSG00000261189.1	6	7541571	7541571
ENSG00000096696.9	6	7541808	7541808
ENSG00000168566.11	6	7590432	7590432
ENSG00000236512.1	6	7620655	7620655
ENSG00000153162.8	6	7727030	7727030
ENSG00000239264.4	6	7911047	7911047
ENSG00000217746.1	6	7939555	7939555
ENSG00000219294.5	6	7986730	7986730
ENSG00000188428.12	6	8054605	8054605
ENSG00000124802.7	6	8102279	8102279
ENSG00000232234.2	6	8329888	8329888
ENSG00000234763.1	6	8343254	8343254
ENSG00000124786.8	6	8435794	8435794
ENSG00000251164.1	6	8652370	8652370
ENSG00000230939.1	6	8784411	8784411
ENSG00000225775.1	6	9162010	9162010
ENSG00000216368.2	6	10118685	10118685
ENSG00000181355.16	6	10211841	10211841
ENSG00000229765.2	6	10214595	10214595
ENSG00000221583.1	6	10222269	10222269
ENSG00000216781.2	6	10366815	10366815
ENSG00000229950.1	6	10409573	10409573
ENSG00000137203.6	6	10419892	10419892
ENSG00000228478.1	6	10426409	10426409
ENSG00000183674.7	6	10435107	10435107
ENSG00000263705.1	6	10439950	10439950
ENSG00000229401.1	6	10452136	10452136
ENSG00000238076.1	6	10460774	10460774
ENSG00000231056.1	6	10478735	10478735
ENSG00000111846.11	6	10492456	10492456
ENSG00000237685.1	6	10511528	10511528
ENSG00000217181.1	6	10575460	10575460
ENSG00000205318.3	6	10633993	10633993
ENSG00000201048.1	6	10675001	10675001
ENSG00000137434.7	6	10694842	10694842
ENSG00000111845.4	6	10697557	10697557
ENSG00000111843.9	6	10723148	10723148
ENSG00000272097.1	6	10747896	10747896
ENSG00000137210.9	6	10751366	10751366
ENSG00000222383.1	6	10753159	10753159
ENSG00000111837.7	6	10838764	10838764
ENSG00000235051.3	6	10882013	10882013
ENSG00000124827.6	6	10882174	10882174
ENSG00000153157.8	6	10887064	10887064
ENSG00000230314.2	6	11043757	11043757
ENSG00000197977.3	6	11044547	11044547
ENSG00000238896.1	6	11079248	11079248
ENSG00000224531.4	6	11094266	11094266
ENSG00000244476.2	6	11111965	11111965
ENSG00000271245.1	6	11155383	11155383
ENSG00000247925.2	6	11173685	11173685
ENSG00000111859.12	6	11382581	11382581
ENSG00000233656.1	6	11417583	11417583
ENSG00000242753.1	6	11487459	11487459
ENSG00000202313.1	6	11503904	11503904
ENSG00000218020.3	6	11514425	11514425
ENSG00000205269.4	6	11537938	11537938
ENSG00000271897.1	6	11607785	11607785
ENSG00000207419.1	6	11710052	11710052
ENSG00000111863.8	6	11807279	11807279
ENSG00000234427.1	6	11810835	11810835
ENSG00000215124.2	6	11863203	11863203
ENSG00000225102.1	6	11992245	11992245
ENSG00000229896.2	6	12007903	12007903
ENSG00000095951.12	6	12012233	12012233
ENSG00000078401.6	6	12290596	12290596
ENSG00000218893.1	6	12319685	12319685
ENSG00000223321.1	6	12407013	12407013
ENSG00000212802.3	6	12514342	12514342
ENSG00000234015.1	6	12585636	12585636
ENSG00000112137.12	6	12717893	12717893
ENSG00000223291.1	6	12753907	12753907
ENSG00000206702.1	6	13214288	13214288
ENSG00000272379.1	6	13290722	13290722
ENSG00000215022.3	6	13295818	13295818
ENSG00000145979.13	6	13328815	13328815
ENSG00000237786.1	6	13486526	13486526
ENSG00000145990.6	6	13487894	13487894
ENSG00000218265.1	6	13521498	13521498
ENSG00000202351.1	6	13547936	13547936
ENSG00000124523.10	6	13574816	13574816
ENSG00000261071.1	6	13615387	13615387
ENSG00000252966.1	6	13680312	13680312
ENSG00000010017.9	6	13711796	13711796
ENSG00000050393.7	6	13814800	13814800
ENSG00000233075.1	6	13817713	13817713
ENSG00000272209.1	6	13825663	13825663
ENSG00000180537.8	6	13924677	13924677
ENSG00000220868.2	6	13949326	13949326
ENSG00000233981.1	6	14005151	14005151
ENSG00000112149.5	6	14117872	14117872
ENSG00000238987.1	6	14156693	14156693
ENSG00000230631.1	6	14231801	14231801
ENSG00000226673.1	6	14285376	14285376
ENSG00000237346.1	6	14393519	14393519
ENSG00000234540.1	6	14394557	14394557
ENSG00000229646.2	6	14599921	14599921
ENSG00000206960.1	6	14646766	14646766
ENSG00000234261.1	6	15090234	15090234
ENSG00000216754.2	6	15104361	15104361
ENSG00000242989.2	6	15113199	15113199
ENSG00000264687.1	6	15150030	15150030
ENSG00000271888.1	6	15245231	15245231
ENSG00000008083.9	6	15246527	15246527
ENSG00000235488.1	6	15248865	15248865
ENSG00000201367.1	6	15315151	15315151
ENSG00000201519.1	6	15324703	15324703
ENSG00000047579.15	6	15663289	15663289
ENSG00000214027.3	6	15935013	15935013
ENSG00000232947.1	6	15995175	15995175
ENSG00000217585.1	6	16107853	16107853
ENSG00000007944.10	6	16129356	16129356
ENSG00000263712.1	6	16141787	16141787
ENSG00000251793.1	6	16148676	16148676
ENSG00000218073.1	6	16161157	16161157
ENSG00000217078.1	6	16163993	16163993
ENSG00000216364.1	6	16171837	16171837
ENSG00000251831.1	6	16205245	16205245
ENSG00000207193.1	6	16232561	16232561
ENSG00000137198.5	6	16238811	16238811
ENSG00000265642.1	6	16428754	16428754
ENSG00000229931.1	6	16761369	16761369
ENSG00000124788.13	6	16761722	16761722
ENSG00000272341.1	6	16764577	16764577
ENSG00000230873.4	6	17102489	17102489
ENSG00000112183.10	6	17281577	17281577
ENSG00000219314.1	6	17381598	17381598
ENSG00000112186.7	6	17393447	17393447
ENSG00000184612.8	6	17531883	17531883
ENSG00000218359.1	6	17582265	17582265
ENSG00000137414.5	6	17600586	17600586
ENSG00000206881.1	6	17619764	17619764
ENSG00000272269.1	6	17706488	17706488
ENSG00000124789.7	6	17706656	17706656
ENSG00000201415.1	6	17722134	17722134
ENSG00000201442.1	6	17737790	17737790
ENSG00000203518.1	6	17894075	17894075
ENSG00000220920.1	6	17953803	17953803
ENSG00000137177.14	6	17987854	17987854
ENSG00000187566.3	6	18122851	18122851
ENSG00000137364.4	6	18155305	18155305
ENSG00000165097.9	6	18155560	18155560
ENSG00000124795.10	6	18265054	18265054
ENSG00000199715.1	6	18273497	18273497
ENSG00000200681.1	6	18307310	18307310
ENSG00000217414.2	6	18365654	18365654
ENSG00000137393.8	6	18368779	18368779
ENSG00000218976.2	6	18368875	18368875
ENSG00000238458.1	6	18402283	18402283
ENSG00000207775.1	6	18572015	18572015
ENSG00000217379.2	6	19143926	19143926
ENSG00000231662.1	6	19321252	19321252
ENSG00000218643.2	6	19348412	19348412
ENSG00000201523.1	6	19438514	19438514
ENSG00000214012.4	6	19612986	19612986
ENSG00000217314.2	6	19639039	19639039
ENSG00000200957.1	6	19642760	19642760
ENSG00000227116.1	6	19734798	19734798
ENSG00000237404.1	6	19753344	19753344
ENSG00000228412.2	6	19804983	19804983
ENSG00000172201.6	6	19837617	19837617
ENSG00000226786.2	6	19839311	19839311
ENSG00000229700.1	6	20043171	20043171
ENSG00000227803.2	6	20212318	20212318
ENSG00000172197.9	6	20212670	20212670
ENSG00000112242.10	6	20402398	20402398
ENSG00000240869.2	6	20422118	20422118
ENSG00000252949.1	6	20422549	20422549
ENSG00000224707.1	6	20438052	20438052
ENSG00000222431.1	6	20452704	20452704
ENSG00000201683.1	6	20500406	20500406
ENSG00000145996.7	6	20534688	20534688
ENSG00000225832.1	6	20723886	20723886
ENSG00000233848.1	6	20800925	20800925
ENSG00000252046.1	6	20993799	20993799
ENSG00000227089.2	6	21355527	21355527
ENSG00000231754.1	6	21524003	21524003
ENSG00000124766.4	6	21593972	21593972
ENSG00000220771.2	6	21602359	21602359
ENSG00000272168.1	6	21665003	21665003
ENSG00000222515.1	6	22085773	22085773
ENSG00000260455.1	6	22136898	22136898
ENSG00000219404.2	6	22214466	22214466
ENSG00000261568.1	6	22221010	22221010
ENSG00000260049.1	6	22260653	22260653
ENSG00000172179.7	6	22297730	22297730
ENSG00000112273.5	6	22569678	22569678
ENSG00000228772.2	6	22594062	22594062
ENSG00000233358.2	6	23032009	23032009
ENSG00000218476.2	6	23102908	23102908
ENSG00000207394.1	6	23125315	23125315
ENSG00000235743.1	6	23337939	23337939
ENSG00000219453.1	6	23649724	23649724
ENSG00000218512.2	6	23857046	23857046
ENSG00000220748.2	6	23972107	23972107
ENSG00000219582.2	6	24002052	24002052
ENSG00000152954.7	6	24126350	24126350
ENSG00000251830.1	6	24166501	24166501
ENSG00000146038.7	6	24353851	24353851
ENSG00000202050.1	6	24365879	24365879
ENSG00000124532.10	6	24403153	24403153
ENSG00000112293.10	6	24489850	24489850
ENSG00000112294.8	6	24502751	24502751
ENSG00000218186.2	6	24598240	24598240
ENSG00000137261.9	6	24646383	24646383
ENSG00000111802.9	6	24667261	24667261
ENSG00000112304.6	6	24667263	24667263
ENSG00000272345.1	6	24702021	24702021
ENSG00000272402.1	6	24706975	24706975
ENSG00000112308.8	6	24721064	24721064
ENSG00000224164.1	6	24742530	24742530
ENSG00000218806.2	6	24751853	24751853
ENSG00000112312.5	6	24775159	24775159
ENSG00000260286.1	6	24799117	24799117
ENSG00000263391.1	6	24840293	24840293
ENSG00000111913.11	6	24936188	24936188
ENSG00000217083.1	6	24948108	24948108
ENSG00000214975.4	6	24976647	24976647
ENSG00000272053.1	6	25016063	25016063
ENSG00000220517.2	6	25024711	25024711
ENSG00000244618.2	6	25031510	25031510
ENSG00000229313.1	6	25042067	25042067
ENSG00000223623.1	6	25057301	25057301
ENSG00000230372.1	6	25063735	25063735
ENSG00000219682.3	6	25140212	25140212
ENSG00000262400.1	6	25152775	25152775
ENSG00000168405.10	6	25166793	25166793
ENSG00000217805.2	6	25181587	25181587
ENSG00000222373.1	6	25192641	25192641
ENSG00000264238.1	6	25203481	25203481
ENSG00000219681.2	6	25218916	25218916
ENSG00000271108.1	6	25248491	25248491
ENSG00000235733.2	6	25260804	25260804
ENSG00000213972.3	6	25273979	25273979
ENSG00000079691.15	6	25279306	25279306
ENSG00000207286.1	6	25287761	25287761
ENSG00000207490.1	6	25383827	25383827
ENSG00000253017.1	6	25408123	25408123
ENSG00000238322.1	6	25435508	25435508
ENSG00000079689.9	6	25652464	25652464
ENSG00000217408.2	6	25679392	25679392
ENSG00000164508.3	6	25726790	25726790
ENSG00000146047.4	6	25727137	25727137
ENSG00000178762.3	6	25732390	25732390
ENSG00000216436.2	6	25732725	25732725
ENSG00000146039.6	6	25754927	25754927
ENSG00000124568.6	6	25832287	25832287
ENSG00000124564.13	6	25882514	25882514
ENSG00000242387.1	6	25882623	25882623
ENSG00000112337.6	6	25930946	25930946
ENSG00000112343.8	6	25963030	25963030
ENSG00000272065.1	6	25990989	25990989
ENSG00000272462.2	6	25992890	25992890
ENSG00000272558.1	6	25999395	25999395
ENSG00000272810.1	6	26013469	26013469
ENSG00000224447.1	6	26016607	26016607
ENSG00000124610.3	6	26018040	26018040
ENSG00000198366.5	6	26020718	26020718
ENSG00000196176.7	6	26021907	26021907
ENSG00000124529.3	6	26027480	26027480
ENSG00000124693.2	6	26032288	26032288
ENSG00000137259.2	6	26033796	26033796
ENSG00000196226.2	6	26043885	26043885
ENSG00000234816.2	6	26044217	26044217
ENSG00000196532.4	6	26045639	26045639
ENSG00000187837.2	6	26056699	26056699
ENSG00000010704.14	6	26087509	26087509
ENSG00000197061.3	6	26104104	26104104
ENSG00000187475.4	6	26108364	26108364
ENSG00000180596.7	6	26124154	26124154
ENSG00000180573.8	6	26124373	26124373
ENSG00000168298.4	6	26156559	26156559
ENSG00000158373.7	6	26158349	26158349
ENSG00000217159.2	6	26164300	26164300
ENSG00000197697.3	6	26183958	26183958
ENSG00000188987.2	6	26189304	26189304
ENSG00000216331.1	6	26195794	26195794
ENSG00000197409.6	6	26197497	26197497
ENSG00000197846.3	6	26199748	26199748
ENSG00000217275.2	6	26202384	26202384
ENSG00000198518.5	6	26204858	26204858
ENSG00000187990.4	6	26216872	26216872
ENSG00000168274.3	6	26217165	26217165
ENSG00000196966.3	6	26225383	26225383
ENSG00000218281.1	6	26233350	26233350
ENSG00000124575.5	6	26235216	26235216
ENSG00000198327.3	6	26240561	26240561
ENSG00000124578.4	6	26247259	26247259
ENSG00000256316.1	6	26250835	26250835
ENSG00000197459.2	6	26251879	26251879
ENSG00000256018.1	6	26271612	26271612
ENSG00000218690.1	6	26272768	26272768
ENSG00000168242.3	6	26273144	26273144
ENSG00000158406.2	6	26285762	26285762
ENSG00000220875.1	6	26322520	26322520
ENSG00000252399.1	6	26353264	26353264
ENSG00000186470.9	6	26365387	26365387
ENSG00000215979.1	6	26365780	26365780
ENSG00000124508.12	6	26383324	26383324
ENSG00000026950.12	6	26402465	26402465
ENSG00000124549.10	6	26421619	26421619
ENSG00000111801.11	6	26440700	26440700
ENSG00000112763.11	6	26458150	26458150
ENSG00000124557.8	6	26501449	26501449
ENSG00000199289.1	6	26519686	26519686
ENSG00000228223.1	6	26522076	26522076
ENSG00000261353.1	6	26527291	26527291
ENSG00000182952.4	6	26538633	26538633
ENSG00000146109.3	6	26597180	26597180
ENSG00000271071.1	6	26613337	26613337
ENSG00000218346.1	6	26632007	26632007
ENSG00000233631.2	6	26637008	26637008
ENSG00000181315.6	6	26659980	26659980
ENSG00000261584.1	6	26686469	26686469
ENSG00000243307.2	6	26864731	26864731
ENSG00000241549.4	6	26924333	26924333
ENSG00000224843.2	6	26924771	26924771
ENSG00000272312.1	6	26969427	26969427
ENSG00000238621.1	6	26988114	26988114
ENSG00000220581.1	6	27002089	27002089
ENSG00000216762.1	6	27029028	27029028
ENSG00000219770.1	6	27051059	27051059
ENSG00000222800.1	6	27077759	27077759
ENSG00000272468.1	6	27091000	27091000
ENSG00000124635.7	6	27100541	27100541
ENSG00000196787.2	6	27100832	27100832
ENSG00000198339.3	6	27107076	27107076
ENSG00000197903.6	6	27114619	27114619
ENSG00000184825.4	6	27114861	27114861
ENSG00000265565.1	6	27115405	27115405
ENSG00000174572.3	6	27179023	27179023
ENSG00000112812.11	6	27215480	27215480
ENSG00000270935.1	6	27235892	27235892
ENSG00000158553.3	6	27279949	27279949
ENSG00000220758.3	6	27292578	27292578
ENSG00000204789.3	6	27339304	27339304
ENSG00000124613.4	6	27342394	27342394
ENSG00000271755.1	6	27374743	27374743
ENSG00000237154.1	6	27375476	27375476
ENSG00000096654.11	6	27440897	27440897
